Source;Target
Euchaeta sp.;Insects
isopod;Insects
Lumpenus sagitta;Insects
Metridia gerlacei;Insects
Metridia sp.;Insects
Oikopleura;Insects
Ostracod;Insects
Rhincalanus gigas;Insects
Schistomysis spiritus;Insects
Unidentified;Insects
Unidentified crustacean;Insects
Ceratoscopelus maderensis;Insects
Cynoglossus sp.;Insects
Lampanyctus crocodilus;Insects
Notolepis rissoi;Insects
Appendicularians;isopod
calanoid egg;isopod
Centropages typicus - nauplius;isopod
Clausocalanus sp.;isopod
Copepod nauplius;isopod
Copepoda juv.;isopod
egg;isopod
Limacina helicina;isopod
Oithona sp.;isopod
Pteropod;isopod
Tintinnid;isopod
Agonus cataphractus;Lepidorhombus whiffiagonis
amphipod;Lepidorhombus whiffiagonis
Arctozenus risso;Lepidorhombus whiffiagonis
Benthosema glaciale;Lepidorhombus whiffiagonis
Bivalve;Lepidorhombus whiffiagonis
Calliopius sp.;Lepidorhombus whiffiagonis
Capros aper;Lepidorhombus whiffiagonis
Chaetognatha;Lepidorhombus whiffiagonis
Copepod copepodite;Lepidorhombus whiffiagonis
copepod nauplius;Lepidorhombus whiffiagonis
crustacean larva;Lepidorhombus whiffiagonis
E.superba furcilia;Lepidorhombus whiffiagonis
Euphausa superba;Lepidorhombus whiffiagonis
euphausia;Lepidorhombus whiffiagonis
Euphausid furcilia;Lepidorhombus whiffiagonis
fish larvae;Lepidorhombus whiffiagonis
gastropod;Lepidorhombus whiffiagonis
Glyptocephalus cynoglossus;Lepidorhombus whiffiagonis
Goby;Lepidorhombus whiffiagonis
Gonostomatidae sp.;Lepidorhombus whiffiagonis
Hyperidae;Lepidorhombus whiffiagonis
Insects;Lepidorhombus whiffiagonis
Lepidotrigla cavillone;Lepidorhombus whiffiagonis
Loligo pealei or Illex illecebrosus;Lepidorhombus whiffiagonis
Maurolicus muelleri;Lepidorhombus whiffiagonis
Meganyctiphanes norvegica;Lepidorhombus whiffiagonis
Mysidacea;Lepidorhombus whiffiagonis
Notothenia gibberifrons;Lepidorhombus whiffiagonis
Notothenia neglecta;Lepidorhombus whiffiagonis
Nototheniops larseni;Lepidorhombus whiffiagonis
Ophidion elongatus;Lepidorhombus whiffiagonis
Paralepididae sp;Lepidorhombus whiffiagonis
Parathemisto gaudichaudi;Lepidorhombus whiffiagonis
Pleuragramma antarcticum;Lepidorhombus whiffiagonis
silversides, anchovies and 'other fish prey';Lepidorhombus whiffiagonis
Themisto pacifica;Lepidorhombus whiffiagonis
Theragra chalcogramma;Lepidorhombus whiffiagonis
Thysanoessa macrura;Lepidorhombus whiffiagonis
Thysanoessa raschii;Lepidorhombus whiffiagonis
Acanthocepola sp.;Lepidorhombus whiffiagonis
Ammodytes hexapterus;Lepidorhombus whiffiagonis
Anarhichas lupus;Lepidorhombus whiffiagonis
Anarhichas minor;Lepidorhombus whiffiagonis
Chionodraco rastrospinosus;Lepidorhombus whiffiagonis
Dicentrarchus labrax;Lepidorhombus whiffiagonis
Gilbertidia sigalutes;Lepidorhombus whiffiagonis
Hemilepidotus hemilepidotus;Lepidorhombus whiffiagonis
Hemilepidotus spinosus;Lepidorhombus whiffiagonis
Hexagrammos decagrammus;Lepidorhombus whiffiagonis
Hygophum benoiti;Lepidorhombus whiffiagonis
Lumpenella longirostris;Lepidorhombus whiffiagonis
Lumpenus sagitta;Lepidorhombus whiffiagonis
Merluccius productus;Lepidorhombus whiffiagonis
Myctophum asperum;Lepidorhombus whiffiagonis
Myctophum punctatum;Lepidorhombus whiffiagonis
Nototheniops larseni;Lepidorhombus whiffiagonis
Oncorhynchus gorbuscha;Lepidorhombus whiffiagonis
Ophiodon elongatus;Lepidorhombus whiffiagonis
Pleuragramma antarcticum;Lepidorhombus whiffiagonis
Psychrolutes paradoxus;Lepidorhombus whiffiagonis
Rhamphocottus richardsoni;Lepidorhombus whiffiagonis
Scorpaenodes sp.;Lepidorhombus whiffiagonis
Sebastes sp.;Lepidorhombus whiffiagonis
Theragra chalcogramma;Lepidorhombus whiffiagonis
Clupea pallasii;Lepidotrigla cavillone
Copepod egg;Lepidotrigla cavillone
Eucalanus bungii;Lepidotrigla cavillone
Lumpenus sagitta;Lepidotrigla cavillone
Rhincalanus gigas;Lepidotrigla cavillone
Roundworm;Lepidotrigla cavillone
Schistomysis spiritus;Lepidotrigla cavillone
Theragra chalcogramma;Lepidotrigla cavillone
Thysanoessa inermis;Lepidotrigla cavillone
Thysanoessa spinefera;Lepidotrigla cavillone
Acanthocepola sp.;Lepidotrigla cavillone
Benthosema glaciale;Lepidotrigla cavillone
Carangoides sp.;Lepidotrigla cavillone
Ceratoscopelus maderensis;Lepidotrigla cavillone
Cynoglossus sp.;Lepidotrigla cavillone
Diaphus garmani;Lepidotrigla cavillone
Hygophum benoiti;Lepidotrigla cavillone
Lampanyctus crocodilus;Lepidotrigla cavillone
Myctophum asperum;Lepidotrigla cavillone
Myctophum punctatum;Lepidotrigla cavillone
Notolepis rissoi;Lepidotrigla cavillone
Scorpaenodes sp.;Lepidotrigla cavillone
Agonus cataphractus;Limanda limanda
amphipod;Limanda limanda
Arctozenus risso;Limanda limanda
Benthosema glaciale;Limanda limanda
Bivalve;Limanda limanda
Calliopius sp.;Limanda limanda
Capros aper;Limanda limanda
Chaetognatha;Limanda limanda
Copepod copepodite;Limanda limanda
copepod nauplius;Limanda limanda
crustacean larva;Limanda limanda
E.superba furcilia;Limanda limanda
Euphausa superba;Limanda limanda
euphausia;Limanda limanda
Euphausid furcilia;Limanda limanda
fish larvae;Limanda limanda
gastropod;Limanda limanda
Glyptocephalus cynoglossus;Limanda limanda
Goby;Limanda limanda
Gonostomatidae sp.;Limanda limanda
Hyperidae;Limanda limanda
Insects;Limanda limanda
Lepidotrigla cavillone;Limanda limanda
Loligo pealei or Illex illecebrosus;Limanda limanda
Maurolicus muelleri;Limanda limanda
Meganyctiphanes norvegica;Limanda limanda
Mysidacea;Limanda limanda
Notothenia gibberifrons;Limanda limanda
Notothenia neglecta;Limanda limanda
Nototheniops larseni;Limanda limanda
Ophidion elongatus;Limanda limanda
Paralepididae sp;Limanda limanda
Parathemisto gaudichaudi;Limanda limanda
Pleuragramma antarcticum;Limanda limanda
silversides, anchovies and 'other fish prey';Limanda limanda
Themisto pacifica;Limanda limanda
Theragra chalcogramma;Limanda limanda
Thysanoessa macrura;Limanda limanda
Thysanoessa raschii;Limanda limanda
Acanthocepola sp.;Limanda limanda
Ammodytes hexapterus;Limanda limanda
Anarhichas lupus;Limanda limanda
Anarhichas minor;Limanda limanda
Chionodraco rastrospinosus;Limanda limanda
Dicentrarchus labrax;Limanda limanda
Gilbertidia sigalutes;Limanda limanda
Hemilepidotus hemilepidotus;Limanda limanda
Hemilepidotus spinosus;Limanda limanda
Hexagrammos decagrammus;Limanda limanda
Hygophum benoiti;Limanda limanda
Lumpenella longirostris;Limanda limanda
Lumpenus sagitta;Limanda limanda
Merluccius productus;Limanda limanda
Myctophum asperum;Limanda limanda
Myctophum punctatum;Limanda limanda
Nototheniops larseni;Limanda limanda
Oncorhynchus gorbuscha;Limanda limanda
Ophiodon elongatus;Limanda limanda
Pleuragramma antarcticum;Limanda limanda
Psychrolutes paradoxus;Limanda limanda
Rhamphocottus richardsoni;Limanda limanda
Scorpaenodes sp.;Limanda limanda
Sebastes sp.;Limanda limanda
Theragra chalcogramma;Limanda limanda
amphipod;Lobianchia gemellari
Bivalve;Lobianchia gemellari
Calliopius sp.;Lobianchia gemellari
Clupea pallasii;Lobianchia gemellari
Copepod copepodite;Lobianchia gemellari
Copepod egg;Lobianchia gemellari
copepod nauplius;Lobianchia gemellari
E.superba furcilia;Lobianchia gemellari
Eucalanus bungii;Lobianchia gemellari
Euphausa superba;Lobianchia gemellari
euphausia;Lobianchia gemellari
gastropod;Lobianchia gemellari
Hyperidae;Lobianchia gemellari
Insects;Lobianchia gemellari
Notothenia neglecta;Lobianchia gemellari
Nototheniops larseni;Lobianchia gemellari
Ophidion elongatus;Lobianchia gemellari
Pleuragramma antarcticum;Lobianchia gemellari
Roundworm;Lobianchia gemellari
Schistomysis spiritus;Lobianchia gemellari
Theragra chalcogramma;Lobianchia gemellari
Thysanoessa inermis;Lobianchia gemellari
Thysanoessa macrura;Lobianchia gemellari
Thysanoessa raschii;Lobianchia gemellari
Thysanoessa spinefera;Lobianchia gemellari
Acanthocepola sp.;Lobianchia gemellari
Ammodytes hexapterus;Lobianchia gemellari
Benthosema glaciale;Lobianchia gemellari
Carangoides sp.;Lobianchia gemellari
Ceratoscopelus maderensis;Lobianchia gemellari
Chionodraco rastrospinosus;Lobianchia gemellari
Cynoglossus sp.;Lobianchia gemellari
Diaphus garmani;Lobianchia gemellari
Hemilepidotus spinosus;Lobianchia gemellari
Hygophum benoiti;Lobianchia gemellari
Lampanyctus crocodilus;Lobianchia gemellari
Lumpenella longirostris;Lobianchia gemellari
Lumpenus sagitta;Lobianchia gemellari
Merluccius productus;Lobianchia gemellari
Myctophum asperum;Lobianchia gemellari
Myctophum punctatum;Lobianchia gemellari
Notolepis rissoi;Lobianchia gemellari
Rhamphocottus richardsoni;Lobianchia gemellari
Scorpaenodes sp.;Lobianchia gemellari
Sebastes sp.;Lobianchia gemellari
Calanoides acutus;Loligo pealei or Illex illecebrosus
Calanus propinquus;Loligo pealei or Illex illecebrosus
Calanus sp.;Loligo pealei or Illex illecebrosus
Clupea pallasii;Loligo pealei or Illex illecebrosus
copepod;Loligo pealei or Illex illecebrosus
Copepod egg;Loligo pealei or Illex illecebrosus
crab megalope;Loligo pealei or Illex illecebrosus
Decapod zoea;Loligo pealei or Illex illecebrosus
Eucalanus bungii;Loligo pealei or Illex illecebrosus
isopod;Loligo pealei or Illex illecebrosus
Lumpenus sagitta;Loligo pealei or Illex illecebrosus
Rhincalanus gigas;Loligo pealei or Illex illecebrosus
Roundworm;Loligo pealei or Illex illecebrosus
Schistomysis spiritus;Loligo pealei or Illex illecebrosus
Thysanoessa inermis;Loligo pealei or Illex illecebrosus
Thysanoessa spinefera;Loligo pealei or Illex illecebrosus
Benthosema glaciale;Loligo pealei or Illex illecebrosus
Carangoides sp.;Loligo pealei or Illex illecebrosus
Ceratoscopelus maderensis;Loligo pealei or Illex illecebrosus
Cynoglossus sp.;Loligo pealei or Illex illecebrosus
Diaphus garmani;Loligo pealei or Illex illecebrosus
Lampanyctus crocodilus;Loligo pealei or Illex illecebrosus
Notolepis rissoi;Loligo pealei or Illex illecebrosus
Amphipod;Lumpenus sagitta
Appendicularians;Lumpenus sagitta
Appendicularians house;Lumpenus sagitta
bryozoa larvae;Lumpenus sagitta
calanoid egg;Lumpenus sagitta
Centropages typicus - copepodite;Lumpenus sagitta
Centropages typicus - nauplius;Lumpenus sagitta
Clausocalanus sp.;Lumpenus sagitta
Copepod nauplius;Lumpenus sagitta
Copepoda juv.;Lumpenus sagitta
Corycaeus sp.;Lumpenus sagitta
Ctenocalanus sp.;Lumpenus sagitta
E. superba eggs;Lumpenus sagitta
E. superba nauplius;Lumpenus sagitta
egg;Lumpenus sagitta
fish eggs;Lumpenus sagitta
Harpacticoid;Lumpenus sagitta
Limacina helicina;Lumpenus sagitta
Medusa;Lumpenus sagitta
Microcalanus pygmaeus;Lumpenus sagitta
Nauplius;Lumpenus sagitta
Oithona sp.;Lumpenus sagitta
Oncaea sp.;Lumpenus sagitta
Polychaete;Lumpenus sagitta
Protozoa;Lumpenus sagitta
Pteropod;Lumpenus sagitta
Stephus longipes;Lumpenus sagitta
Tintinnid;Lumpenus sagitta
Unidentified crustacean egg;Lumpenus sagitta
unidentified invert larva;Lumpenus sagitta
amphipod;Macroparalepis affinis
Bivalve;Macroparalepis affinis
Calliopius sp.;Macroparalepis affinis
Clupea pallasii;Macroparalepis affinis
Copepod copepodite;Macroparalepis affinis
Copepod egg;Macroparalepis affinis
copepod nauplius;Macroparalepis affinis
crustacean larva;Macroparalepis affinis
E.superba furcilia;Macroparalepis affinis
Euphausa superba;Macroparalepis affinis
euphausia;Macroparalepis affinis
gastropod;Macroparalepis affinis
Hyperidae;Macroparalepis affinis
Insects;Macroparalepis affinis
Notothenia gibberifrons;Macroparalepis affinis
Notothenia neglecta;Macroparalepis affinis
Nototheniops larseni;Macroparalepis affinis
Ophidion elongatus;Macroparalepis affinis
Pleuragramma antarcticum;Macroparalepis affinis
Roundworm;Macroparalepis affinis
Schistomysis spiritus;Macroparalepis affinis
Theragra chalcogramma;Macroparalepis affinis
Thysanoessa inermis;Macroparalepis affinis
Thysanoessa macrura;Macroparalepis affinis
Thysanoessa raschii;Macroparalepis affinis
Thysanoessa spinefera;Macroparalepis affinis
Acanthocepola sp.;Macroparalepis affinis
Ammodytes hexapterus;Macroparalepis affinis
Anarhichas lupus;Macroparalepis affinis
Benthosema glaciale;Macroparalepis affinis
Carangoides sp.;Macroparalepis affinis
Ceratoscopelus maderensis;Macroparalepis affinis
Chionodraco rastrospinosus;Macroparalepis affinis
Cynoglossus sp.;Macroparalepis affinis
Diaphus garmani;Macroparalepis affinis
Hemilepidotus spinosus;Macroparalepis affinis
Hygophum benoiti;Macroparalepis affinis
Lampanyctus crocodilus;Macroparalepis affinis
Lumpenella longirostris;Macroparalepis affinis
Lumpenus sagitta;Macroparalepis affinis
Merluccius productus;Macroparalepis affinis
Myctophum asperum;Macroparalepis affinis
Myctophum punctatum;Macroparalepis affinis
Notolepis rissoi;Macroparalepis affinis
Psychrolutes paradoxus;Macroparalepis affinis
Rhamphocottus richardsoni;Macroparalepis affinis
Scorpaenodes sp.;Macroparalepis affinis
Sebastes sp.;Macroparalepis affinis
amphipod;Mastigoteuthis sp
Benthosema glaciale;Mastigoteuthis sp
Bivalve;Mastigoteuthis sp
Calliopius sp.;Mastigoteuthis sp
Copepod copepodite;Mastigoteuthis sp
copepod nauplius;Mastigoteuthis sp
crustacean larva;Mastigoteuthis sp
E.superba furcilia;Mastigoteuthis sp
Euphausa superba;Mastigoteuthis sp
euphausia;Mastigoteuthis sp
fish larvae;Mastigoteuthis sp
gastropod;Mastigoteuthis sp
Glyptocephalus cynoglossus;Mastigoteuthis sp
Goby;Mastigoteuthis sp
Hyperidae;Mastigoteuthis sp
Insects;Mastigoteuthis sp
Loligo pealei or Illex illecebrosus;Mastigoteuthis sp
Maurolicus muelleri;Mastigoteuthis sp
Meganyctiphanes norvegica;Mastigoteuthis sp
Mysidacea;Mastigoteuthis sp
Notothenia gibberifrons;Mastigoteuthis sp
Notothenia neglecta;Mastigoteuthis sp
Nototheniops larseni;Mastigoteuthis sp
Ophidion elongatus;Mastigoteuthis sp
Pleuragramma antarcticum;Mastigoteuthis sp
Roundworm;Mastigoteuthis sp
silversides, anchovies and 'other fish prey';Mastigoteuthis sp
Themisto pacifica;Mastigoteuthis sp
Theragra chalcogramma;Mastigoteuthis sp
Thysanoessa inermis;Mastigoteuthis sp
Thysanoessa macrura;Mastigoteuthis sp
Thysanoessa raschii;Mastigoteuthis sp
Thysanoessa spinefera;Mastigoteuthis sp
Acanthocepola sp.;Mastigoteuthis sp
Ammodytes hexapterus;Mastigoteuthis sp
Anarhichas lupus;Mastigoteuthis sp
Anarhichas minor;Mastigoteuthis sp
Benthosema glaciale;Mastigoteuthis sp
Carangoides sp.;Mastigoteuthis sp
Chionodraco rastrospinosus;Mastigoteuthis sp
Diaphus garmani;Mastigoteuthis sp
Dicentrarchus labrax;Mastigoteuthis sp
Gilbertidia sigalutes;Mastigoteuthis sp
Hemilepidotus hemilepidotus;Mastigoteuthis sp
Hemilepidotus spinosus;Mastigoteuthis sp
Hygophum benoiti;Mastigoteuthis sp
Lumpenella longirostris;Mastigoteuthis sp
Lumpenus sagitta;Mastigoteuthis sp
Merluccius productus;Mastigoteuthis sp
Myctophum asperum;Mastigoteuthis sp
Myctophum punctatum;Mastigoteuthis sp
Nototheniops larseni;Mastigoteuthis sp
Oncorhynchus gorbuscha;Mastigoteuthis sp
Ophiodon elongatus;Mastigoteuthis sp
Pleuragramma antarcticum;Mastigoteuthis sp
Psychrolutes paradoxus;Mastigoteuthis sp
Rhamphocottus richardsoni;Mastigoteuthis sp
Scorpaenodes sp.;Mastigoteuthis sp
Sebastes sp.;Mastigoteuthis sp
Theragra chalcogramma;Mastigoteuthis sp
Calanoides acutus;Maurolicus muelleri
Clupea pallasii;Maurolicus muelleri
copepod;Maurolicus muelleri
Copepod egg;Maurolicus muelleri
crab megalope;Maurolicus muelleri
Decapod zoea;Maurolicus muelleri
Eucalanus bungii;Maurolicus muelleri
Lumpenus sagitta;Maurolicus muelleri
Rhincalanus gigas;Maurolicus muelleri
Roundworm;Maurolicus muelleri
Schistomysis spiritus;Maurolicus muelleri
Theragra chalcogramma;Maurolicus muelleri
Thysanoessa inermis;Maurolicus muelleri
Thysanoessa spinefera;Maurolicus muelleri
Acanthocepola sp.;Maurolicus muelleri
Benthosema glaciale;Maurolicus muelleri
Carangoides sp.;Maurolicus muelleri
Ceratoscopelus maderensis;Maurolicus muelleri
Cynoglossus sp.;Maurolicus muelleri
Diaphus garmani;Maurolicus muelleri
Hygophum benoiti;Maurolicus muelleri
Lampanyctus crocodilus;Maurolicus muelleri
Notolepis rissoi;Maurolicus muelleri
Scorpaenodes sp.;Maurolicus muelleri
Radiolaria;Medusa
Calanoides acutus;Meganyctiphanes norvegica
Calanus propinquus;Meganyctiphanes norvegica
Calanus sp.;Meganyctiphanes norvegica
Clupea pallasii;Meganyctiphanes norvegica
copepod;Meganyctiphanes norvegica
Copepod egg;Meganyctiphanes norvegica
crab megalope;Meganyctiphanes norvegica
Decapod zoea;Meganyctiphanes norvegica
Eucalanus bungii;Meganyctiphanes norvegica
isopod;Meganyctiphanes norvegica
Lumpenus sagitta;Meganyctiphanes norvegica
Rhincalanus gigas;Meganyctiphanes norvegica
Roundworm;Meganyctiphanes norvegica
Schistomysis spiritus;Meganyctiphanes norvegica
Thysanoessa inermis;Meganyctiphanes norvegica
Thysanoessa spinefera;Meganyctiphanes norvegica
Benthosema glaciale;Meganyctiphanes norvegica
Carangoides sp.;Meganyctiphanes norvegica
Ceratoscopelus maderensis;Meganyctiphanes norvegica
Cynoglossus sp.;Meganyctiphanes norvegica
Diaphus garmani;Meganyctiphanes norvegica
Lampanyctus crocodilus;Meganyctiphanes norvegica
Notolepis rissoi;Meganyctiphanes norvegica
Scorpaenodes sp.;Meganyctiphanes norvegica
amphipod;Merlangius merlangus
Benthosema glaciale;Merlangius merlangus
Bivalve;Merlangius merlangus
Calliopius sp.;Merlangius merlangus
Chaetognatha;Merlangius merlangus
Copepod copepodite;Merlangius merlangus
copepod nauplius;Merlangius merlangus
crustacean larva;Merlangius merlangus
E.superba furcilia;Merlangius merlangus
Euphausa superba;Merlangius merlangus
euphausia;Merlangius merlangus
Euphausid furcilia;Merlangius merlangus
fish larvae;Merlangius merlangus
gastropod;Merlangius merlangus
Glyptocephalus cynoglossus;Merlangius merlangus
Goby;Merlangius merlangus
Gonostomatidae sp.;Merlangius merlangus
Hyperidae;Merlangius merlangus
Insects;Merlangius merlangus
Lepidotrigla cavillone;Merlangius merlangus
Loligo pealei or Illex illecebrosus;Merlangius merlangus
Maurolicus muelleri;Merlangius merlangus
Meganyctiphanes norvegica;Merlangius merlangus
Mysidacea;Merlangius merlangus
Notothenia gibberifrons;Merlangius merlangus
Notothenia neglecta;Merlangius merlangus
Nototheniops larseni;Merlangius merlangus
Ophidion elongatus;Merlangius merlangus
Parathemisto gaudichaudi;Merlangius merlangus
Pleuragramma antarcticum;Merlangius merlangus
Roundworm;Merlangius merlangus
silversides, anchovies and 'other fish prey';Merlangius merlangus
Themisto pacifica;Merlangius merlangus
Theragra chalcogramma;Merlangius merlangus
Thysanoessa macrura;Merlangius merlangus
Thysanoessa raschii;Merlangius merlangus
Acanthocepola sp.;Merlangius merlangus
Ammodytes hexapterus;Merlangius merlangus
