"" "" "pL" "pCooc"
"579" "SP12" "SP13" "0.112594462211455" NA
"580" "SP13" "SP13" "0.02249286675586" NA
"581" "SP14" "SP13" "0.0012573646593579" NA
"582" "SP16" "SP13" "0.0238141508540604" NA
"583" "SP21" "SP13" "0.000186815083793896" NA
"584" "SP31" "SP13" "9.02019771521298e-05" NA
"585" "SP41" "SP13" "0.000259358092298863" NA
"586" "SP42" "SP13" "0.000644058652484217" NA
"587" "SP44" "SP13" "0.000948554811913534" NA
"588" "SP51" "SP13" "0.0016609936428053" NA
"589" "SP61" "SP13" "0.0212667629055705" NA
"590" "SP62" "SP13" "0.0044764154964122" NA
"591" "SP63" "SP13" "0.00929924972660492" NA
"592" "SP65" "SP13" "0.0212667629055705" NA
"593" "SP66" "SP13" "0.0127475531128784" NA
"594" "SP71" "SP13" "0.0044764154964122" NA
"595" "SP72" "SP13" "0.00212106576533902" NA
"596" "SP73" "SP13" "0.00170538828252038" NA
"597" "SP74" "SP13" "0.00342818418078607" NA
"598" "SP75" "SP13" "0.000644058652484217" NA
"599" "SP76" "SP13" "0.0012573646593579" NA
"600" "SP77" "SP13" "0.000644058652484217" NA
"601" "SP78" "SP13" "0.000794759515560421" NA
"602" "SP79" "SP13" "0.00175130245793845" NA
"603" "SP80" "SP13" "0.00321675523326028" NA
"604" "SP81" "SP13" "0.000644058652484217" NA
"605" "SP82" "SP13" "0.00132063518110711" NA
"606" "SP83" "SP13" NA NA
"607" "SP90" "SP13" "0.0153142402453624" NA
"608" "SP91" "SP13" "0.00212106576533902" NA
"609" "SP92" "SP13" "0.015807521866331" NA
"610" "SP93" "SP13" "0.00929924972660492" NA
"611" "SP94" "SP13" "0.0252401006545475" NA
"612" "SP95" "SP13" "0.0502850872503562" NA
"613" "SP96" "SP13" "0.0284499745421415" NA
"614" "SP97" "SP13" "0.02249286675586" NA
"615" "SP98" "SP13" NA NA
"616" "SP99" "SP13" "0.026781373694872" NA
"617" "SP100" "SP13" "0.0212667629055705" NA
"618" "SP101" "SP13" "0.0451018929044248" NA
"619" "SP102" "SP13" "0.00854281211496409" NA
"620" "SP106" "SP13" "0.0153142402453624" NA
"621" "SP111" "SP13" "0.0044764154964122" NA
"622" "SP121" "SP13" "0.0274328126885369" NA
"623" "SP131" "SP13" "0.000848458846315624" NA
"624" "SP132" "SP13" "0.000345410962849725" NA
"625" "SP133" "SP13" "0.0243714020729981" NA
"626" "SP135" "SP13" "0.00218174142856084" NA
"627" "SP141" "SP13" "0.153949159403227" NA
"628" "SP151" "SP13" "0.0116125131636042" NA
"629" "SP152" "SP13" "0.014738406381399" NA
"630" "SP160" "SP13" "0.0044764154964122" NA
"631" "SP161" "SP13" "0.0064494064348609" NA
"632" "SP162" "SP13" "0.00697227592953068" NA
"633" "SP163" "SP13" "0.00670424529900549" NA
"634" "SP164" "SP13" "0.0201273767282438" NA
"635" "SP165" "SP13" "0.00786443422339417" NA
"636" "SP166" "SP13" "0.00116948156937093" NA
"637" "SP167" "SP13" "0.0127475531128784" NA
"638" "SP168" "SP13" "0.00480101991013328" NA
"639" "SP169" "SP13" "0.0121627425884041" NA
"640" "SP170" "SP13" "0.00417952255527512" NA
"641" "SP171" "SP13" "0.00463505994141208" NA
"642" "SP172" "SP13" "0.00390747997130628" NA
"643" "SP173" "SP13" "0.00432469264284479" NA
"644" "SP174" "SP13" "0.00116948156937093" NA
"645" "SP175" "SP13" "0.00153633087248313" NA
"646" "SP177" "SP13" "0.00506460549243409" NA
"647" "SP180" "SP13" "0.0658796907863786" NA
"648" "SP181" "SP13" "0.0343645869124693" NA
"649" "SP182" "SP13" "0.331313661762196" NA
"650" "SP183" "SP13" "0.219540125083222" NA
"651" "SP184" "SP13" "0.193985271836593" NA
"652" "SP185" "SP13" "0.0659331899873936" NA
"653" "SP186" "SP13" "0.00161805750309304" NA
"654" "SP187" "SP13" "0.219540125083222" NA
"655" "SP188" "SP13" "0.124470391014814" NA
"656" "SP189" "SP13" "0.260299455152762" NA
"657" "SP190" "SP13" "0.193985271836593" NA
"658" "SP191" "SP13" "0.0659331899873936" NA
"659" "SP192" "SP13" "0.0521899783272452" NA
"660" "SP193" "SP13" "0.0322251855103069" NA
"661" "SP194" "SP13" "0.0392467186085631" NA
"662" "SP195" "SP13" "0.469964892894255" NA
"663" "SP196" "SP13" "0.172371864054981" NA
"664" "SP197" "SP13" "0.418373342039209" NA
"665" "SP198" "SP13" "0.102216409157737" NA
"666" "SP199" "SP13" "0.380141868978401" NA
"667" "SP200" "SP13" "0.256806976257293" NA
"668" "SP201" "SP13" "0.138134432957271" NA
"669" "SP202" "SP13" "0.286699381080794" NA
"670" "SP203" "SP13" "0.193985271836593" NA
"671" "SP204" "SP13" "0.321655538139052" NA
"672" "SP205" "SP13" "0.294923597341914" NA
"673" "SP206" "SP13" "0.351873171885147" NA
"674" "SP207" "SP13" "0.41164479752136" NA
"675" "SP208" "SP13" "0.219540125083222" NA
"676" "SP209" "SP13" "0.246712100612235" NA
"677" "SP210" "SP13" "0.184913340494507" NA
"678" "SP211" "SP13" "0.0686847951785511" NA
"679" "SP212" "SP13" "0.0384577774832125" NA
"680" "SP213" "SP13" "0.0121627425884041" NA
"681" "SP214" "SP13" "0.124470391014814" NA
"682" "SP215" "SP13" "0.153949159403227" NA
"683" "SP216" "SP13" "0.0715940784655889" NA
"684" "SP217" "SP13" "0.0608608799261017" NA
"685" "SP218" "SP13" "0.425253726433923" NA
"686" "SP219" "SP13" "0.000644058652484217" NA
"687" "SP220" "SP13" "0.0121627425884041" NA
"688" "SP224" "SP13" "0.263141137974998" NA
"689" "SP231" "SP13" "0.0064494064348609" NA
"690" "SP232" "SP13" "0.014738406381399" NA
"691" "SP233" "SP13" "0.0101452345893511" NA
"692" "SP234" "SP13" "0.000948554811913534" NA
"693" "SP235" "SP13" "0.0366975301934374" NA
"694" "SP236" "SP13" "0.172371864054981" NA
"695" "SP237" "SP13" "0.172371864054981" NA
"696" "SP238" "SP13" "0.138134432957271" NA
"697" "SP239" "SP13" "0.000582189363261407" NA
"698" "SP241" "SP13" "0.000948554811913534" NA
"699" "SP244" "SP13" "0.172371864054981" NA
"700" "SP251" "SP13" "0.00061836378251283" NA
"701" "SP261" "SP13" "0.172371864054981" NA
"702" "SP262" "SP13" "0.331313661762196" NA
"703" "SP271" "SP13" "0.00061836378251283" NA
"704" "SP280" "SP13" "0.295763977927317" NA
"705" "SP281" "SP13" "0.299158983961352" NA
"706" "SP282" "SP13" "0.219540125083222" NA
"707" "SP283" "SP13" "0.286699381080794" NA
"708" "SP284" "SP13" "0.425253726433923" NA
"709" "SP291" "SP13" "0.0850598049501679" NA
"710" "SP301" "SP13" "0.0130537772629038" NA
"711" "SP302" "SP13" "0.0162968913334561" NA
"712" "SP304" "SP13" "0.000259358092298863" NA
"713" "SP310" "SP13" "0.0164475750976412" NA
"714" "SP311" "SP13" "0.0180792734640618" NA
"715" "SP312" "SP13" "0.0366975301934374" NA
"716" "SP313" "SP13" "0.0212667629055705" NA
"717" "SP314" "SP13" "0.0201273767282438" NA
"718" "SP315" "SP13" "0.0608608799261017" NA
"719" "SP316" "SP13" "0.00575636875108026" NA
"720" "SP317" "SP13" "0.00230988653408698" NA
"721" "SP318" "SP13" "0.01109435077266" NA
"722" "SP319" "SP13" "0.0133697004109641" NA
"723" "SP320" "SP13" "0.0383800525801504" NA
"724" "SP323" "SP13" "0.0366975301934374" NA
"725" "SP324" "SP13" "0.138134432957271" NA
"726" "SP331" "SP13" "0.0127475531128784" NA
"727" "SP332" "SP13" "0.0044764154964122" NA
"728" "SP333" "SP13" NA NA
"729" "SP334" "SP13" "0.00175130245793845" NA
"730" "SP335" "SP13" "0.312383913147752" NA
"731" "SP336" "SP13" "0.112594462211455" NA
"732" "SP337" "SP13" "0.346570991818684" NA
"733" "SP338" "SP13" "0.374243167532626" NA
"734" "SP339" "SP13" "0.312383913147752" NA
"735" "SP340" "SP13" "0.60186158420902" NA
"736" "SP341" "SP13" "0.374243167532626" NA
"737" "SP342" "SP13" "0.102216409157737" NA
"738" "SP343" "SP13" "0.374243167532626" NA
"739" "SP344" "SP13" "0.219540125083222" NA
"740" "SP345" "SP13" "0.341378907284716" NA
"741" "SP346" "SP13" "0.219540125083222" NA
"742" "SP347" "SP13" "0.00271547295857651" NA
"743" "SP350" "SP13" "0.0563012309702826" NA
"744" "SP361" "SP13" "0.172371864054981" NA
"745" "SP366" "SP13" "0.0580679189799902" NA
"746" "SP367" "SP13" "0.206215048051339" NA
"747" "SP371" "SP13" "0.0024477937765256" NA
"748" "SP380" "SP13" "0.0576193219234567" NA
"749" "SP381" "SP13" "0.138134432957271" NA
"750" "SP382" "SP13" "0.191660508382875" NA
"751" "SP383" "SP13" "0.164655770334438" NA
"752" "SP384" "SP13" "0.0659331899873936" NA
"753" "SP387" "SP13" "0.00819451242901604" NA
"754" "SP391" "SP13" "0.00786443422339417" NA
"755" "SP396" "SP13" "0.00819451242901604" NA
"756" "SP461" "SP13" "0.00302175040430763" NA
"757" "SP471" "SP13" "0.0180792734640618" NA
"758" "SP472" "SP13" "0.0187634716558582" NA
"759" "SP481" "SP13" "0.0157278444327278" NA
"760" "SP482" "SP13" "0.0101452345893511" NA
"761" "SP630" "SP13" "0.331313661762196" NA
"762" "SP631" "SP13" "0.0018479490284687" NA
"763" "SP632" "SP13" "0.000699608529400907" NA
"764" "SP633" "SP13" "0.00119788564219343" NA
"765" "SP634" "SP13" "0.172371864054981" NA
"766" "SP702" "SP13" "0.0206867226847941" NA
"767" "SP900" "SP13" NA NA
"768" "SP999" "SP13" NA NA
"769" "SP0" "SP14" NA NA
"770" "SP11" "SP14" "0.578956047926524" NA
"771" "SP12" "SP14" "0.88637489861016" NA
"772" "SP13" "SP14" "0.528967908212012" NA
"773" "SP14" "SP14" "0.137694484917501" NA
"774" "SP16" "SP14" "0.540898908598424" NA
"775" "SP21" "SP14" "0.0485049750762881" NA
"776" "SP31" "SP14" "0.0318835672177917" NA
"777" "SP41" "SP14" "0.0583982652563978" NA
"778" "SP42" "SP14" "0.0964727600561542" NA
"779" "SP44" "SP14" "0.118707926329133" NA
"780" "SP51" "SP14" "0.159060240646866" NA
"781" "SP61" "SP14" "0.517394292064265" NA
"782" "SP62" "SP14" "0.260287272792745" NA
"783" "SP63" "SP14" "0.3649395327356" NA
"784" "SP65" "SP14" "0.517394292064265" NA
"785" "SP66" "SP14" "0.418839779440431" NA
"786" "SP71" "SP14" "0.260287272792745" NA
"787" "SP72" "SP14" "0.180178305264309" NA
"788" "SP73" "SP14" "0.16122884173532" NA
"789" "SP74" "SP14" "0.228784690576754" NA
"790" "SP75" "SP14" "0.0964727600561542" NA
"791" "SP76" "SP14" "0.137694484917501" NA
"792" "SP77" "SP14" "0.0964727600561542" NA
"793" "SP78" "SP14" "0.108028537565792" NA
"794" "SP79" "SP14" "0.163439301587508" NA
"795" "SP80" "SP14" "0.221759670224774" NA
"796" "SP81" "SP14" "0.0964727600561542" NA
"797" "SP82" "SP14" "0.141266210363786" NA
"798" "SP83" "SP14" NA NA
"799" "SP90" "SP14" "0.452628176392167" NA
"800" "SP91" "SP14" "0.180178305264309" NA
"801" "SP92" "SP14" "0.458645582989859" NA
"802" "SP93" "SP14" "0.3649395327356" NA
"803" "SP94" "SP14" "0.553199253495025" NA
"804" "SP95" "SP14" "0.707472649936615" NA
"805" "SP96" "SP14" "0.578956047926524" NA
"806" "SP97" "SP14" "0.528967908212012" NA
"807" "SP98" "SP14" NA NA
"808" "SP99" "SP14" "0.565880968944186" NA
"809" "SP100" "SP14" "0.517394292064265" NA
"810" "SP101" "SP14" "0.682418472370044" NA
"811" "SP102" "SP14" "0.351353484978524" NA
"812" "SP106" "SP14" "0.452628176392167" NA
"813" "SP111" "SP14" "0.260287272792745" NA
"814" "SP121" "SP14" "0.571063129116188" NA
"815" "SP131" "SP14" "0.111869995233231" NA
"816" "SP132" "SP14" "0.0685450847148865" NA
"817" "SP133" "SP14" "0.545774052283087" NA
"818" "SP135" "SP14" "0.182764918163248" NA
"819" "SP141" "SP14" "0.943159795611087" NA
"820" "SP151" "SP14" "0.402346885507365" NA
"821" "SP152" "SP14" "0.445423036027291" NA
"822" "SP160" "SP14" "0.260287272792745" NA
"823" "SP161" "SP14" "0.309082300477193" NA
"824" "SP162" "SP14" "0.320386075903317" NA
"825" "SP163" "SP14" "0.314661909242567" NA
"826" "SP164" "SP14" "0.506166242200841" NA
"827" "SP165" "SP14" "0.338475807220817" NA
"828" "SP166" "SP14" "0.132570109689945" NA
"829" "SP167" "SP14" "0.418839779440431" NA
"830" "SP168" "SP14" "0.269121927077239" NA
"831" "SP169" "SP14" "0.410476176098603" NA
"832" "SP170" "SP14" "0.251859519540432" NA
"833" "SP171" "SP14" "0.264652156161846" NA
"834" "SP172" "SP14" "0.243814518011283" NA
"835" "SP173" "SP14" "0.256024085216591" NA
"836" "SP174" "SP14" "0.132570109689945" NA
"837" "SP175" "SP14" "0.152795436394367" NA
"838" "SP177" "SP14" "0.276030533746156" NA
"839" "SP180" "SP14" "0.76970524518052" NA
"840" "SP181" "SP14" "0.62065799003523" NA
"841" "SP182" "SP14" "0.996181346543347" NA
"842" "SP183" "SP14" "0.987753701128455" NA
"843" "SP184" "SP14" "0.975272753441891" NA
"844" "SP185" "SP14" "0.769891055611463" NA
"845" "SP186" "SP14" "0.156932467420737" NA
"846" "SP187" "SP14" "0.987753701128455" NA
"847" "SP188" "SP14" "0.905886820659694" NA
"848" "SP189" "SP14" "0.998175322337491" NA
"849" "SP190" "SP14" "0.975272753441891" NA
"850" "SP191" "SP14" "0.769891055611463" NA
"851" "SP192" "SP14" "0.716054848531196" NA
"852" "SP193" "SP14" "0.606333308827241" NA
"853" "SP194" "SP14" "0.650630139826058" NA
"854" "SP195" "SP14" "0.945642672439445" NA
"855" "SP196" "SP14" "0.960140543631429" NA
"856" "SP197" "SP14" "0.969987642313807" NA
"857" "SP198" "SP14" "0.866642871522528" NA
"858" "SP199" "SP14" "0.984091115059025" NA
"859" "SP200" "SP14" "0.997669536498515" NA
"860" "SP201" "SP14" "0.924926672497513" NA
"861" "SP202" "SP14" "0.999995678146382" NA
"862" "SP203" "SP14" "0.975272753441891" NA
"863" "SP204" "SP14" "0.99765524565812" NA
"864" "SP205" "SP14" "0.999897601354499" NA
"865" "SP206" "SP14" "0.991986788846201" NA
"866" "SP207" "SP14" "0.972731350219242" NA
"867" "SP208" "SP14" "0.987753701128455" NA
"868" "SP209" "SP14" "0.995826489500465" NA
"869" "SP210" "SP14" "0.969487640882269" NA
"870" "SP211" "SP14" "0.779231685745774" NA
"871" "SP212" "SP14" "0.646019850246642" NA
"872" "SP213" "SP14" "0.410476176098603" NA
"873" "SP214" "SP14" "0.905886820659694" NA
"874" "SP215" "SP14" "0.943159795611087" NA
"875" "SP216" "SP14" "0.788667255699406" NA
"876" "SP217" "SP14" "0.751512690996179" NA
"877" "SP218" "SP14" "0.967073364652852" NA
"878" "SP219" "SP14" "0.0964727600561542" NA
"879" "SP220" "SP14" "0.410476176098603" NA
"880" "SP224" "SP14" "0.998538737305098" NA
"881" "SP231" "SP14" "0.309082300477193" NA
"882" "SP232" "SP14" "0.445423036027291" NA
"883" "SP233" "SP14" "0.379284649223428" NA
"884" "SP234" "SP14" "0.118707926329133" NA
"885" "SP235" "SP14" "0.635420569949696" NA
"886" "SP236" "SP14" "0.960140543631429" NA
"887" "SP237" "SP14" "0.960140543631429" NA
"888" "SP238" "SP14" "0.924926672497513" NA
"889" "SP239" "SP14" "0.0913326644366536" NA
"890" "SP241" "SP14" "0.118707926329133" NA
"891" "SP244" "SP14" "0.960140543631429" NA
"892" "SP251" "SP14" "0.0943697129854762" NA
"893" "SP261" "SP14" "0.960140543631429" NA
"894" "SP262" "SP14" "0.996181346543347" NA
"895" "SP271" "SP14" "0.0943697129854762" NA
"896" "SP280" "SP14" "0.999871082879279" NA
"897" "SP281" "SP14" "0.99973359387114" NA
"898" "SP282" "SP14" "0.987753701128455" NA
"899" "SP283" "SP14" "0.999995678146382" NA
"900" "SP284" "SP14" "0.967073364652852" NA
"901" "SP291" "SP14" "0.827230574296763" NA
"902" "SP301" "SP14" "0.423112090377861" NA
"903" "SP302" "SP14" "0.464481231192575" NA
"904" "SP304" "SP14" "0.0583982652563978" NA
"905" "SP310" "SP14" "0.466252196100493" NA
"906" "SP311" "SP14" "0.484700618592424" NA
"907" "SP312" "SP14" "0.635420569949696" NA
"908" "SP313" "SP14" "0.517394292064265" NA
"909" "SP314" "SP14" "0.506166242200841" NA
"910" "SP315" "SP14" "0.751512690996179" NA
"911" "SP316" "SP14" "0.293164732560627" NA
"912" "SP317" "SP14" "0.188097836222541" NA
"913" "SP318" "SP14" "0.394443729942794" NA
"914" "SP319" "SP14" "0.427446190121066" NA
"915" "SP320" "SP14" "0.645561064985543" NA
"916" "SP323" "SP14" "0.635420569949696" NA
"917" "SP324" "SP14" "0.924926672497513" NA
"918" "SP331" "SP14" "0.418839779440431" NA
"919" "SP332" "SP14" "0.260287272792745" NA
"920" "SP333" "SP14" NA NA
"921" "SP334" "SP14" "0.163439301587508" NA
"922" "SP335" "SP14" "0.998749688732579" NA
"923" "SP336" "SP14" "0.88637489861016" NA
"924" "SP337" "SP14" "0.993200289112881" NA
"925" "SP338" "SP14" "0.985928319070411" NA
"926" "SP339" "SP14" "0.998749688732579" NA
"927" "SP340" "SP14" "0.861330650736501" NA
"928" "SP341" "SP14" "0.985928319070411" NA
"929" "SP342" "SP14" "0.866642871522528" NA
"930" "SP343" "SP14" "0.985928319070411" NA
"931" "SP344" "SP14" "0.987753701128455" NA
"932" "SP345" "SP14" "0.994301390242372" NA
"933" "SP346" "SP14" "0.987753701128455" NA
"934" "SP347" "SP14" "0.203948789517758" NA
"935" "SP350" "SP14" "0.733560976632771" NA
"936" "SP361" "SP14" "0.960140543631429" NA
"937" "SP366" "SP14" "0.740689059465509" NA
"938" "SP367" "SP14" "0.981904865189738" NA
"939" "SP371" "SP14" "0.19365337024855" NA
"940" "SP380" "SP14" "0.738900400214188" NA
"941" "SP381" "SP14" "0.924926672497513" NA
"942" "SP382" "SP14" "0.973863656990247" NA
"943" "SP383" "SP14" "0.953532752383901" NA
"944" "SP384" "SP14" "0.769891055611463" NA
"945" "SP387" "SP14" "0.34482911306486" NA
"946" "SP391" "SP14" "0.338475807220817" NA
"947" "SP396" "SP14" "0.34482911306486" NA
"948" "SP461" "SP14" "0.215036765188099" NA
"949" "SP471" "SP14" "0.484700618592424" NA
"950" "SP472" "SP14" "0.4920673244641" NA
"951" "SP481" "SP14" "0.457682976369344" NA
"952" "SP482" "SP14" "0.379284649223428" NA
"953" "SP630" "SP14" "0.996181346543347" NA
"954" "SP631" "SP14" "0.167990084865241" NA
"955" "SP632" "SP14" "0.100878476048032" NA
"956" "SP633" "SP14" "0.134248093377337" NA
"957" "SP634" "SP14" "0.960140543631429" NA
"958" "SP702" "SP14" "0.511737802700406" NA
"959" "SP900" "SP14" NA NA
"960" "SP999" "SP14" NA NA
"961" "SP0" "SP16" NA NA
"962" "SP11" "SP16" "0.0256079079831737" NA
"963" "SP12" "SP16" "0.103794757269185" NA
"964" "SP13" "SP16" "0.0201724515499183" NA
"965" "SP14" "SP16" "0.00108491938804728" NA
"966" "SP16" "SP16" "0.0213760978731781" NA
"967" "SP21" "SP16" "0.000157738644025228" NA
"968" "SP31" "SP16" "7.5575399347876e-05" NA
"969" "SP41" "SP16" "0.000219775200659686" NA
"970" "SP42" "SP16" "0.000551375103215717" NA
"971" "SP44" "SP16" "0.000815724718853066" NA
"972" "SP51" "SP16" "0.00143802632313524" NA
"973" "SP61" "SP16" "0.0190565837727579" NA
"974" "SP62" "SP16" "0.00392436662973335" NA
"975" "SP63" "SP16" "0.00823332657662534" NA
"976" "SP65" "SP16" "0.0190565837727579" NA
"977" "SP66" "SP16" "0.0113368437231341" NA
"978" "SP71" "SP16" "0.00392436662973335" NA
"979" "SP72" "SP16" "0.00184187293113271" NA
"980" "SP73" "SP16" "0.00147693738737385" NA
"981" "SP74" "SP16" "0.00299502662914763" NA
"982" "SP75" "SP16" "0.000551375103215717" NA
"983" "SP76" "SP16" "0.00108491938804728" NA
"984" "SP77" "SP16" "0.000551375103215717" NA
"985" "SP78" "SP16" "0.000682049876879112" NA
"986" "SP79" "SP16" "0.00151719416932845" NA
"987" "SP80" "SP16" "0.00280802173898854" NA
"988" "SP81" "SP16" "0.000551375103215717" NA
"989" "SP82" "SP16" "0.00114018452354072" NA
"990" "SP83" "SP16" NA NA
"991" "SP90" "SP16" "0.013655753508012" NA
"992" "SP91" "SP16" "0.00184187293113271" NA
"993" "SP92" "SP16" "0.014102164981079" NA
"994" "SP93" "SP16" "0.00823332657662534" NA
"995" "SP94" "SP16" "0.0226763734141568" NA
"996" "SP95" "SP16" "0.045683493077608" NA
"997" "SP96" "SP16" "0.0256079079831737" NA
"998" "SP97" "SP16" "0.0201724515499183" NA
"999" "SP98" "SP16" NA NA
"1000" "SP99" "SP16" "0.0240832341508947" NA
"1001" "SP100" "SP16" "0.0190565837727579" NA
"1002" "SP101" "SP16" "0.040899793177999" NA
"1003" "SP102" "SP16" "0.00755469008866267" NA
"1004" "SP106" "SP16" "0.013655753508012" NA
"1005" "SP111" "SP16" "0.00392436662973335" NA
"1006" "SP121" "SP16" "0.0246782903305932" NA
"1007" "SP131" "SP16" "0.000728690355458008" NA
"1008" "SP132" "SP16" "0.00029362415497945" NA
"1009" "SP133" "SP16" "0.0218840814735676" NA
"1010" "SP135" "SP16" "0.00189522566355844" NA
"1011" "SP141" "SP16" "0.142814858162691" NA
"1012" "SP151" "SP16" "0.0103136520988653" NA
"1013" "SP152" "SP16" "0.0131349273474058" NA
"1014" "SP160" "SP16" "0.00392436662973335" NA
"1015" "SP161" "SP16" "0.0056815603005217" NA
"1016" "SP162" "SP16" "0.00614866614555833" NA
"1017" "SP163" "SP16" "0.00590915400406441" NA
"1018" "SP164" "SP16" "0.0180206072720643" NA
"1019" "SP165" "SP16" "0.00694685252675471" NA
"1020" "SP166" "SP16" "0.00100821492744339" NA
"1021" "SP167" "SP16" "0.0113368437231341" NA
"1022" "SP168" "SP16" "0.0042128126517677" NA
"1023" "SP169" "SP16" "0.010809474406109" NA
"1024" "SP170" "SP16" "0.00366080333460137" NA
"1025" "SP171" "SP16" "0.00406530359452703" NA
"1026" "SP172" "SP16" "0.00341953085913973" NA
"1027" "SP173" "SP16" "0.0037896446105171" NA
"1028" "SP174" "SP16" "0.00100821492744339" NA
"1029" "SP175" "SP16" "0.00132883510667295" NA
"1030" "SP177" "SP16" "0.0044472417085349" NA
"1031" "SP180" "SP16" "0.0601311829290202" NA
"1032" "SP181" "SP16" "0.0310245478085357" NA
"1033" "SP182" "SP16" "0.312902547266968" NA
"1034" "SP183" "SP16" "0.205249124835798" NA
"1035" "SP184" "SP16" "0.18085208077959" NA
"1036" "SP185" "SP16" "0.0601808766223276" NA
"1037" "SP186" "SP16" "0.00140040645754938" NA
"1038" "SP187" "SP16" "0.205249124835798" NA
"1039" "SP188" "SP16" "0.114969203396177" NA
"1040" "SP189" "SP16" "0.244335206099095" NA
"1041" "SP190" "SP16" "0.18085208077959" NA
"1042" "SP191" "SP16" "0.0601808766223276" NA
"1043" "SP192" "SP16" "0.047444013742037" NA
"1044" "SP193" "SP16" "0.0290631800428362" NA
"1045" "SP194" "SP16" "0.0355085306522218" NA
"1046" "SP195" "SP16" "0.448356662160177" NA
"1047" "SP196" "SP16" "0.160288322156659" NA
"1048" "SP197" "SP16" "0.397716727432845" NA
"1049" "SP198" "SP16" "0.0940522217647232" NA
"1050" "SP199" "SP16" "0.360371813583057" NA
"1051" "SP200" "SP16" "0.240978113344861" NA
"1052" "SP201" "SP16" "0.127857906396782" NA
"1053" "SP202" "SP16" "0.269758305392268" NA
"1054" "SP203" "SP16" "0.18085208077959" NA
"1055" "SP204" "SP16" "0.303543856784649" NA
"1056" "SP205" "SP16" "0.277694707143878" NA
"1057" "SP206" "SP16" "0.332858558971463" NA
"1058" "SP207" "SP16" "0.391133010363536" NA
"1059" "SP208" "SP16" "0.205249124835798" NA
"1060" "SP209" "SP16" "0.231282838841534" NA
"1061" "SP210" "SP16" "0.172212599522541" NA
"1062" "SP211" "SP16" "0.0627378572718494" NA
"1063" "SP212" "SP16" "0.0347831993071117" NA
"1064" "SP213" "SP16" "0.010809474406109" NA
"1065" "SP214" "SP16" "0.114969203396177" NA
"1066" "SP215" "SP16" "0.142814858162691" NA
"1067" "SP216" "SP16" "0.0654436668116542" NA
"1068" "SP217" "SP16" "0.0554731204257124" NA
"1069" "SP218" "SP16" "0.404453955312099" NA
"1070" "SP219" "SP16" "0.000551375103215717" NA
"1071" "SP220" "SP16" "0.010809474406109" NA
"1072" "SP224" "SP16" "0.247067806326933" NA
"1073" "SP231" "SP16" "0.0056815603005217" NA
